universidad,pct_doctorado,pct_maestria,pct_renacyt_doc,pct_exclusiva,pct_tc,pct_contratado,pct_ordinario,edad_media_doc,pct_fem_doc,pct_fem_mat,pct_discap,pct_posgrado,edad_media_mat,n_departamentos,nota_prom_egr,creditos_prom_egr,pct_posgrado_egr,puntaje_medio,nivel_medio,pct_prod_rec,antiguedad_med,n_areas_ocde,pct_fem_renacyt,ratio_mat_doc,ratio_egr_mat
Universidad Nacional de Cajamarca,-0.4643282816197503,-0.5119880234458101,-0.6164018433636606,1.5899730156367975,-0.592169040825282,-0.27358151908847833,0.30525631304291184,0.5236784900457166,0.0537238860985515,-0.3326783228944083,1.299085733858166,-0.4631442917768147,-0.7020651827700216,-0.2678562584008606,-0.8043285671789435,0.5249612385021106,-0.6618117928529514,-0.08712235890464484,0.3188964679462399,0.20993912614424934,-0.17036192880909667,2.04781908624097,-0.5923848660426573,-0.15453537760092578,-0.240437460560265
Universidad Privada de Huancayo Franklin Roosevelt S.A.C.,-0.4643282816197503,-0.5119880234458101,0.17299264998969566,-0.48509407660526555,-0.6845801401250279,0.9743275141166965,-0.9630096651298855,-0.7780161513401399,1.6296546470038198,2.218993431312103,-0.48840889713728514,-0.4631442917768147,0.28646402609773247,-0.2678562584008606,-0.648827323274407,0.46896989761468444,-0.6618117928529514,-0.5045844231875458,-1.395454102836425,0.07960533166967373,-1.5516667489313585,-0.49430115874782027,0.7332436827105502,0.02274805087589637,-0.23427898398158317
Universidad del Pacífico,-0.4643282816197503,-0.5119880234458101,2.889227338482835,-0.48509407660526555,-0.22444987486170942,0.8567821329675426,-0.5502814355587329,-0.4144142962044256,-0.17222183413438544,0.17197199092668689,-0.7738071995651302,0.13023722672424232,-0.5895496630614969,-0.2678562584008606,1.0470509484844794,-0.057348706727122084,0.18382685263866974,-0.2031482881282396,0.1515487064258448,-1.7117910774915146,2.185517281792212,-0.49430115874782027,1.3110817680645122,-0.14048650213672478,-0.22848817764640472
Universidad ESAN,-0.4643282816197503,2.309247763874794,0.492338604119008,-0.48509407660526555,-0.373655295606091,1.1067992928720927,-0.8103390347556033,0.594580851797181,-1.1166424345324886,-0.04386779321901762,-0.8188700894221584,0.06288040570520341,-0.1495336127728011,-0.2678562584008606,-0.030481200454014312,-1.4414546534642987,1.9084274254830893,-0.00607409998962738,0.27008670416945785,-0.061820700632525344,0.7605338558829945,0.7767589637465749,-0.03720709776139966,-0.13959451004375964,-0.20780672644933884
Universidad Nacional Intercultural de Quillabamba,-0.4643282816197503,-0.5119880234458101,-0.7455754877305734,0.266992840615052,0.9042169368982088,-0.723239246976513,1.0411158132579368,-0.29078966545828283,0.24147015003311376,-0.6291699836781872,1.6445678894287155,-0.4631442917768147,-0.8185991138967085,-0.2678562584008606,-0.38447520863669343,0.48912678033415735,-0.6618117928529514,-0.17766455690341904,0.029186902303405236,-1.088468935122563,0.4000913342770138,1.4122890249937725,0.5919943729573593,-0.1387025179507945,-0.22559277447881548
Universidad Católica de Trujillo Benedicto XVI,-0.23294321510789487,0.7920584634132329,-0.5123452965125364,-0.4744356260512132,-0.6869866791692921,1.0542459346334496,-0.8559461510326664,-0.6034872608749969,1.056662802528206,0.843302849799803,0.39782793671760236,0.9075135581661674,1.0941647211482155,-0.2678562584008606,1.4394629110435766,-1.7079734360884475,1.552013193402669,-0.4502526060737411,-1.1079340015240917,-0.9380118662748851,-0.6114231241376837,-0.49430115874782027,0.4184215534487363,-0.13312756736976236,-0.21641633798470997
Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,-0.4643282816197503,-0.5119880234458101,-0.7455754877305734,-0.48509407660526555,2.9603638963175563,-1.5000338557346806,1.9011819280147508,-1.327054952595069,0.2479721851477311,0.17811689581339718,0.7583310555738279,-0.4631442917768147,-0.8085530853513043,-0.2678562584008606,0.13599660184378404,0.95049542924655,-0.6618117928529514,-0.624479311045273,-1.6838783554107464,-0.8318068765000538,-1.5391298070104913,-1.1298312199950178,-1.924811509917676,-0.1246536424865935,-0.24109620307987523
Universidad Nacional de Juliaca,-0.4643282816197503,-0.5119880234458101,0.6358648756377999,-0.48509407660526555,0.8892963948237705,-0.19179729887094496,0.5404078983863505,-1.0707156447243897,-0.45424760723089286,-0.6030541379096681,0.3527650468605743,-0.4631442917768147,-0.6257153658249514,-0.2678562584008606,-0.8043285671789435,0.5249612385021106,-0.6618117928529514,-0.1492403951526577,0.11978169958636545,1.0043140044148209,-0.21046259265538944,0.7767589637465749,-0.5091082008004685,-0.10391482632515393,-0.23630117032085182
Universidad San Pedro,3.223809445205581,-0.12978420541765823,-0.7455754877305734,-0.3098957956230304,2.564728877440519,-1.4082987037796528,1.8057627840308244,1.572669842112253,-0.1827876411956378,1.01228773418434,-0.45836697056593295,-0.3038400642873417,1.4980150686734561,1.2620150636194392,-1.1830198317464617,2.3435599905257143,-0.6618117928529514,-0.21504069603315593,0.029186902303405236,-2.37177922823511,-0.9481305292721008,-0.49430115874782027,-0.03720709776139966,-0.16367829655381852,-0.2417702651929648
Universidad Nacional de Frontera,-0.4643282816197503,-0.5119880234458101,0.9623871433430518,-0.48509407660526555,1.0962587526304934,-0.3326651762798521,0.686932888978617,-0.9616350881836753,0.066727956327785,0.5360576054642808,-0.69870238313675,-0.4631442917768147,-1.0396117418955961,-0.2678562584008606,-1.6998327894291858,0.6974145684353832,-0.6618117928529514,-0.1385215457420946,-0.06503168687087302,-0.24661738284073212,0.26524172336165086,0.1412289024993773,0.5668263141286091,-0.1277756148119715,-0.24094300714508216
Universidad Nacional José María Arguedas,-0.4643282816197503,0.5832753891798571,-0.12123620662382804,0.2676589937746804,0.8772636996024494,-0.8569548921990958,0.9230548384981635,-0.44532045389096164,-0.6631254852879604,-0.3372870015594413,1.088792247858701,0.20240524924464112,-0.40671194353514395,-0.2678562584008606,0.3857133052904807,-1.1032669545042444,1.6389434939100886,0.23262351581619217,0.24332005951767463,1.093158563168767,-0.3749572158274437,-1.1298312199950178,2.322298417433946,-0.12286965830066321,-0.2217781957024678
Universidad José Carlos Mariátegui,-0.4643282816197503,-0.5119880234458101,-0.7455754877305734,-0.48509407660526555,0.9817074941235165,-1.7764831780669508,2.1887331788680067,2.4944005448812887,1.4215895233360791,-0.5500543332617901,-1.0141426121359471,0.9946497631352418,2.814044808121381,-0.2678562584008606,-2.0282148280275893,-0.6083035010593967,0.787026548937376,-0.2082450343732037,0.029186902303405236,0.7081654752350025,0.26540627072436146,0.1412289024993773,-0.9810093038395378,-0.14271648236913764,-0.10363349079004402
Universidad César Vallejo S.A.C.,0.5804103520246878,-0.2315114573643146,-0.4369940039651706,-0.48509407660526555,-0.37124875656182676,1.2893366969317583,-1.0002069585473483,-0.7507460122049616,0.9160562931746162,0.5206953432475044,-0.41330408070890473,0.03401319669704393,0.16792088926196522,2.7918863856397387,1.095530748054718,-1.4100995025673397,1.1260547209163128,-0.10752362048462719,0.39627231467072394,-0.39181477600432363,0.13442134628029953,0.1412289024993773,1.0414239948993302,0.18709759400472395,-0.2349530460946727
Universidad Nacional Micaela Bastidas de Apurímac,-0.4643282816197503,0.02910407381330988,0.05458347598669219,-0.48509407660526555,1.2103287033286172,-0.40418749814309407,0.7432140111928652,-0.2853356376312469,-0.6444321343334372,-0.46940245662371577,0.5780794961457153,-0.23969071093587613,-0.5533839602980426,-0.2678562584008606,-1.7437390230022314,0.4801681657921697,-0.6618117928529514,-0.24982375374001617,-0.2638374180950679,-0.02129511242897106,0.3146261397459254,1.4122890249937725,-0.43459750032061556,-0.12643762667252378,-0.23476921097292103
Universidad Católica Santo Toribio de Mogrovejo,0.8117954185365432,-0.21746340828596683,1.2171462752889075,-0.48509407660526555,1.2671230247732528,0.8322157702406028,-0.6230587487668123,-0.03626836686328308,1.4093982074961726,0.3524785719738063,-0.6235975667083696,-0.3647819499712341,-0.7563137369152031,-0.2678562584008606,0.8613641689984762,0.5742336184830454,-0.46815040116697765,-0.16803736955182016,-0.18494625491086358,-2.37177922823511,0.8385795841690196,-0.49430115874782027,2.164998049754256,-0.10502981644136035,-0.22208458757205393
Universidad Privada de Pucallpa S.A.C.,-0.4643282816197503,-0.5119880234458101,-0.7455754877305734,-0.48509407660526555,-0.46221593243501424,1.3331829899000935,-1.0458140748244114,-1.9779022732879974,0.6088351340089682,0.03217540475402427,-1.0141426121359471,-0.4631442917768147,2.3157617922693423,-0.2678562584008606,-0.36709565784736276,1.2573279773096455,-0.6618117928529514,-0.15218082567859847,0.029186902303405236,-0.8318068765000538,1.3322216723031737,-1.1298312199950178,-1.924811509917676,-0.1777271720180195,-0.1663059477138933
Universidad Nacional del Altiplano,-0.4643282816197503,-0.5119880234458101,0.21963868823330301,0.788590764603988,-0.46558508709698415,0.05168956208087455,0.28293793699243397,0.17643871839111008,0.001707605181616351,-0.4263881224167425,0.5480375695743631,0.6840599773252289,-0.14149678993647807,-0.2678562584008606,-0.6451684704766519,0.46225093670819306,-0.6618117928529514,-0.11752295121284242,0.37179995384623615,1.7861461214495424,-0.9900901067635045,1.4122890249937725,0.3403137846698559,-0.14450046655506793,-0.2385684701557894
Universidad Católica de Santa María,0.18775690582275137,-0.45579582713241895,0.004349280955114938,-0.4697725539338153,-0.9671078239216471,0.6981891584012231,-0.3853195256204195,-0.5144048063667466,0.5828269935505006,0.4331304486118806,-0.69870238313675,-0.2541243154399559,-0.5473563431708,-0.2678562584008606,0.45157265565005,0.11958393047714429,-0.02577176080699771,-0.03064303060637731,0.3915660914352455,1.892759591954277,-0.9893728490286081,0.7767589637465749,-0.182407437158036,-0.06154520190930964,-0.22458168130918116
