universidad,tipo_gestion,es_publico,es_licenciada,es_universidad,doc_total,mat_total,egr_total,n_renacyt,score_mat,score_egr,score_concytec,pct_doctorado,pct_maestria,pct_renacyt_doc,pct_exclusiva,pct_tc,pct_contratado,pct_ordinario,edad_media_doc,pct_fem_doc,pct_fem_mat,pct_discap,pct_posgrado,edad_media_mat,n_departamentos,nota_prom_egr,creditos_prom_egr,pct_posgrado_egr,puntaje_medio,nivel_medio,pct_prod_rec,antiguedad_med,n_areas_ocde,pct_fem_renacyt,ratio_mat_doc,ratio_egr_mat
Universidad Científica del Perú,Privado,0,1,1,64,314,49.0,10.0,100,100,100,0.0,0.0,0.0,4.69,40.62,67.19,32.81,57.7,28.12,62.42,0.32,0.0,29.94,1,13.757,216.2,0.0,32.4,2.1,30.0,3.908008213552361,4.0,30.0,4.9,15.61
Universidad de Ciencias y Artes de América Latina S.A.C.,Privado,0,1,1,186,2706,96.0,3.0,100,100,95,0.0,15.05,0.0,0.0,25.81,83.33,10.22,45.54,38.71,64.45,0.33,2.4,22.29,1,15.123,209.7,0.0,13.0,1.0,33.33333333333333,2.7250741501254847,2.0,33.33333333333333,14.5,3.55
Universidad Nacional del Centro del Perú,Público,1,1,1,719,11096,879.0,147.0,100,100,100,0.0,0.0,3.06,32.82,47.57,16.97,81.78,57.26,25.73,46.72,0.43,0.0,21.67,1,14.365,218.9,0.0,34.18707482993197,2.292517006802721,52.38095238095239,3.3239184790959504,6.0,30.612244897959183,15.4,7.92
Escuela de Posgrado Newman S.A.C.,Privado,0,1,0,89,2404,1495.0,31.0,100,86,100,0.0,100.0,1.12,0.0,31.46,83.15,16.85,44.16,42.7,43.47,0.21,100.0,40.34,1,15.848,218.0,4.01,67.40322580645162,2.870967741935484,51.61290322580645,3.2822415049347557,6.0,38.70967741935484,27.0,62.19
Universidad San Ignacio de Loyola S.R.L.,Privado,0,1,1,615,22001,2606.0,6.0,100,100,100,2.76,12.2,1.63,0.0,16.75,86.34,0.49,45.39,36.1,51.15,0.23,9.26,25.92,1,15.832,195.0,7.6,373.5833333333333,4.833333333333333,66.66666666666666,3.770020533880904,4.0,16.666666666666664,35.8,11.84
"Escuela Nacional Superior de Arte Dramático ""Guillermo Ugarte Chamorro""",Público,1,0,0,21,501,6.0,6.0,100,100,86,0.0,0.0,0.0,0.0,4.76,0.0,4.76,45.1,42.86,65.87,0.2,0.0,25.8,1,14.167,220.0,0.0,25.83333333333333,1.8333333333333333,66.66666666666666,1.9776408852384213,2.0,33.33333333333333,23.9,1.2
Escuela Nacional Superior de Folklore José María Arguedas,Público,1,0,0,70,960,124.0,3.0,100,100,86,0.0,0.0,0.0,0.0,0.0,60.0,0.0,51.86,32.86,44.69,0.52,0.0,30.0,1,15.066,159.5,0.0,20.166666666666668,1.3333333333333333,66.66666666666666,3.139402235911476,1.0,33.33333333333333,13.7,12.92
Escuela Superior de Guerra Naval,Público,1,0,0,33,109,3056.0,3.0,100,86,86,0.0,100.0,0.0,0.0,0.0,0.0,0.0,61.97,0.0,4.59,0.0,100.0,39.06,1,14.365,206.7,6.38,36.0,2.333333333333333,33.33333333333333,4.353182751540041,2.0,0.0,3.3,2803.67
Conservatorio Regional de Música Luis Duncker Lavalle,Público,1,0,0,7,167,3.0,3.0,100,100,86,0.0,0.0,0.0,0.0,0.0,71.43,0.0,52.0,14.29,26.95,2.99,0.0,23.84,1,17.107,220.0,0.0,13.666666666666666,1.0,0.0,3.123887748117728,1.0,66.66666666666666,23.9,1.8
Instituto Superior de Música Público Daniel Alomía Robles de Huánuco,Público,1,0,0,11,53,16.0,31.0,100,100,86,0.0,0.0,0.0,0.0,0.0,72.73,0.0,41.09,0.0,11.32,1.89,0.0,28.23,1,14.236,220.0,0.0,46.7258064516129,2.4516129032258065,51.61290322580645,3.403590117241836,4.0,32.25806451612903,4.8,30.19
Escuela Superior de Formación Artística Sérvulo Gutiérrez Alarcón de Ica,Público,1,0,0,5,185,453.0,29.0,100,86,86,0.0,0.0,0.0,0.0,0.0,40.0,0.0,58.2,0.0,65.41,3.24,0.0,26.65,1,14.454,236.9,0.0,21.379310344827587,1.4482758620689655,31.03448275862069,2.4128018126460384,3.0,41.37931034482759,37.0,244.86
Escuela Superior de Música Pública José María Valle Riestra de Piura,Público,1,0,0,4,291,28.0,31.0,100,100,86,0.0,0.0,0.0,0.0,75.0,25.0,75.0,52.5,0.0,21.65,2.06,0.0,23.88,1,15.042,210.9,0.0,46.7258064516129,2.4516129032258065,51.61290322580645,3.403590117241836,4.0,32.25806451612903,72.8,9.62
Escuela Nacional Superior de Ballet,Público,1,0,0,12,65,3056.0,3.0,100,86,86,0.0,0.0,0.0,0.0,100.0,0.0,0.0,54.67,50.0,49.23,0.0,0.0,21.43,1,14.365,206.7,6.38,36.0,2.333333333333333,33.33333333333333,4.353182751540041,2.0,0.0,5.4,4701.54
"Escuela Superior de Arte Dramático ""Virgilio Rodríguez Nache""",Público,1,0,0,3,207,453.0,3.0,100,86,86,0.0,0.0,0.0,0.0,0.0,66.67,0.0,48.0,0.0,55.56,1.45,0.0,24.1,1,14.454,236.9,0.0,13.666666666666666,1.0,0.0,3.123887748117728,1.0,66.66666666666666,69.0,218.84
Escuela Superior de Formación Artística Pública Mario Urteaga Alvarado de Cajamarca,Público,1,0,0,1,423,36.0,29.0,100,100,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,33.1,1.89,0.0,25.32,1,14.32,215.4,0.0,21.379310344827587,1.4482758620689655,31.03448275862069,2.4128018126460384,3.0,41.37931034482759,423.0,8.51
Escuela Superior de Arte Pública Ignacio Merino de Piura,Público,1,0,0,3,442,101.0,3.0,100,100,86,0.0,0.0,0.0,0.0,0.0,33.33,0.0,61.33,33.33,51.81,1.13,0.0,25.25,1,15.463,227.4,0.0,13.666666666666666,1.0,0.0,3.123887748117728,1.0,66.66666666666666,147.3,22.85
Instituto Superior de Música Público Leandro Alviña Miranda del Cusco,Público,1,0,0,39,194,2.0,29.0,100,100,86,0.0,0.0,0.0,0.0,0.0,76.92,0.0,46.69,23.08,27.84,2.58,0.0,24.97,1,14.97,213.0,0.0,21.379310344827587,1.4482758620689655,31.03448275862069,2.4128018126460384,3.0,41.37931034482759,5.0,1.03
